Airline,Days from Purchase to Travel,Fare Type,Número de registros,Passenger Email,Person-1,Person,Purchase Date,Purchase Day,Origin,Destination,Route,Row ID,Ticket Price,Travel Date,TravelDay,Trips,Type of Traveler,Insure,Sex
American Airlines,30,Business,1,fhopkins@vizpainter.com,Fred Hopkins,Fred Hopkins,09/11/2018,viernes,DFW,SAN,DFW-SAN,36,293,09/12/2018,domingo,3,Infrequent,False,M
Southwest,16,Economy,1,fhopkins@vizpainter.com,Fred Hopkins,Fred Hopkins,23/11/2018,viernes,DAL,OKC,DAL-OKC,290,124,09/12/2018,domingo,3,Infrequent,False,M
Southwest,33,Economy,1,fmcmath@vizpainter.com,Fred McMath,Fred McMath,19/10/2017,jueves,DAL,CLE,DAL-CLE,291,100,21/11/2017,martes,1,Infrequent,True,M
Southwest,33,Economy,1,fmcmath@vizpainter.com,Fred McMath,Fred McMath,19/10/2017,jueves,DAL,CLE,DAL-CLE,291,100,21/11/2017,martes,1,Infrequent,False,M
Southwest,20,Business,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,07/06/2016,martes,DAL,PHX,DAL-PHX,292,84,27/06/2016,lunes,5,Casual,True,M
Southwest,31,Economy,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,22/11/2018,jueves,DAL,HOU,DAL-HOU,292,131,23/12/2018,domingo,5,Casual,False,M
Southwest,82,Economy,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,06/04/2016,miércoles,DAL,ATL,DAL-ATL,292,119,27/06/2016,lunes,5,Casual,False,M
Southwest,41,Business,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,17/05/2016,martes,DAL,ATL,DAL-ATL,292,80,27/06/2016,lunes,5,Casual,False,M
Southwest,20,Business,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,07/06/2016,martes,DAL,PHX,DAL-PHX,292,84,27/06/2016,lunes,5,Casual,False,M
Southwest,31,Economy,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,22/11/2018,jueves,DAL,HOU,DAL-HOU,292,131,23/12/2018,domingo,5,Casual,False,M
American Airlines,29,Economy,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,29/05/2016,domingo,DFW,CMH,DFW-CMH,4848,216,27/06/2016,lunes,5,Casual,False,M
Southwest,82,Economy,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,06/04/2016,miércoles,DAL,ATL,DAL-ATL,292,119,27/06/2016,lunes,5,Casual,False,M
Southwest,41,Business,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,17/05/2016,martes,DAL,ATL,DAL-ATL,292,80,27/06/2016,lunes,5,Casual,False,M
American Airlines,29,Economy,1,fwasserman@vizpainter.com,Fred Wasserman,Fred Wasserman,29/05/2016,domingo,DFW,CMH,DFW-CMH,4848,216,27/06/2016,lunes,5,Casual,False,M
Southwest,20,Economy,1,ghansen@vizpainter.com,Gary Hansen,Gary Hansen,04/04/2019,jueves,DAL,OKC,DAL-OKC,293,80,24/04/2019,miércoles,3,Infrequent,True,M
Southwest,31,Economy,1,ghansen@vizpainter.com,Gary Hansen,Gary Hansen,01/07/2019,lunes,DAL,ATL,DAL-ATL,293,141,01/08/2019,jueves,3,Infrequent,True,M
United,31,Business,1,ghansen@vizpainter.com,Gary Hansen,Gary Hansen,24/03/2019,domingo,DFW,MCO,DFW-MCO,805,341,24/04/2019,miércoles,3,Infrequent,False,M
Southwest,31,Economy,1,ghansen@vizpainter.com,Gary Hansen,Gary Hansen,01/07/2019,lunes,DAL,ATL,DAL-ATL,293,141,01/08/2019,jueves,3,Infrequent,False,M
Southwest,20,Economy,1,ghansen@vizpainter.com,Gary Hansen,Gary Hansen,04/04/2019,jueves,DAL,OKC,DAL-OKC,293,80,24/04/2019,miércoles,3,Infrequent,False,M
United,31,Business,1,ghansen@vizpainter.com,Gary Hansen,Gary Hansen,24/03/2019,domingo,DFW,MCO,DFW-MCO,805,341,24/04/2019,miércoles,3,Infrequent,False,M
Southwest,27,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,23/11/2019,sábado,DAL,PHX,DAL-PHX,294,79,20/12/2019,viernes,5,Casual,True,M
Southwest,46,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,01/03/2016,martes,DAL,PHX,DAL-PHX,294,130,16/04/2016,sábado,5,Casual,True,M
Southwest,36,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,14/11/2019,jueves,DAL,OKC,DAL-OKC,294,79,20/12/2019,viernes,5,Casual,True,M
Southwest,27,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,23/11/2019,sábado,DAL,PHX,DAL-PHX,294,79,20/12/2019,viernes,5,Casual,True,M
Southwest,69,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,12/10/2019,sábado,DAL,LGA,DAL-LGA,294,117,20/12/2019,viernes,5,Casual,True,M
Southwest,45,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,24/02/2018,sábado,DAL,MDW,DAL-MDW,294,121,10/04/2018,martes,5,Casual,False,M
Southwest,46,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,01/03/2016,martes,DAL,PHX,DAL-PHX,294,130,16/04/2016,sábado,5,Casual,False,M
Southwest,69,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,12/10/2019,sábado,DAL,LGA,DAL-LGA,294,117,20/12/2019,viernes,5,Casual,False,M
Southwest,45,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,24/02/2018,sábado,DAL,MDW,DAL-MDW,294,121,10/04/2018,martes,5,Casual,False,M
Southwest,36,Economy,1,ghwang@vizpainter.com,Gary Hwang,Gary Hwang,14/11/2019,jueves,DAL,OKC,DAL-OKC,294,79,20/12/2019,viernes,5,Casual,False,M
Southwest,77,Economy,1,gmcgarr@vizpainter.com,Gary McGarr,Gary McGarr,17/04/2018,martes,DAL,MDW,DAL-MDW,295,62,03/07/2018,martes,4,Infrequent,False,M
United,22,Economy,1,gmcgarr@vizpainter.com,Gary McGarr,Gary McGarr,11/09/2017,lunes,DFW,CHS,DFW-CHS,5119,153,03/10/2017,martes,4,Infrequent,False,M
Delta,35,Economy,1,gmcgarr@vizpainter.com,Gary McGarr,Gary McGarr,10/07/2016,domingo,DFW,COS,DFW-COS,7070,203,14/08/2016,domingo,4,Infrequent,False,M
American Airlines,71,Business,1,gmcgarr@vizpainter.com,Gary McGarr,Gary McGarr,23/04/2018,lunes,DFW,JFK,DFW-JFK,1286,424,03/07/2018,martes,4,Infrequent,False,M
Southwest,77,Economy,1,gmcgarr@vizpainter.com,Gary McGarr,Gary McGarr,17/04/2018,martes,DAL,MDW,DAL-MDW,295,62,03/07/2018,martes,4,Infrequent,False,M
American Airlines,71,Business,1,gmcgarr@vizpainter.com,Gary McGarr,Gary McGarr,23/04/2018,lunes,DFW,JFK,DFW-JFK,1286,424,03/07/2018,martes,4,Infrequent,False,M
United,22,Economy,1,gmcgarr@vizpainter.com,Gary McGarr,Gary McGarr,11/09/2017,lunes,DFW,CHS,DFW-CHS,5119,153,03/10/2017,martes,4,Infrequent,False,M
Delta,35,Economy,1,gmcgarr@vizpainter.com,Gary McGarr,Gary McGarr,10/07/2016,domingo,DFW,COS,DFW-COS,7070,203,14/08/2016,domingo,4,Infrequent,False,M
Southwest,112,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,25/04/2016,lunes,DAL,OKC,DAL-OKC,296,92,15/08/2016,lunes,5,Casual,False,M
Southwest,27,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,19/07/2016,martes,DAL,ELP,DAL-ELP,296,120,15/08/2016,lunes,5,Casual,False,M
Southwest,33,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,13/07/2016,miércoles,DAL,ATL,DAL-ATL,296,134,15/08/2016,lunes,5,Casual,False,M
American Airlines,88,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,17/02/2016,miércoles,DFW,SLC,DFW-SLC,9200,420,15/05/2016,domingo,5,Casual,False,M
Southwest,27,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,19/07/2016,martes,DAL,ELP,DAL-ELP,296,120,15/08/2016,lunes,5,Casual,False,M
American Airlines,88,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,17/02/2016,miércoles,DFW,SLC,DFW-SLC,9200,420,15/05/2016,domingo,5,Casual,False,M
Delta,29,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,07/07/2019,domingo,DFW,SAN,DFW-SAN,9439,134,05/08/2019,lunes,5,Casual,False,M
Southwest,33,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,13/07/2016,miércoles,DAL,ATL,DAL-ATL,296,134,15/08/2016,lunes,5,Casual,False,M
Delta,29,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,07/07/2019,domingo,DFW,SAN,DFW-SAN,9439,134,05/08/2019,lunes,5,Casual,False,M
Southwest,112,Economy,1,gmitchum@vizpainter.com,Gary Mitchum,Gary Mitchum,25/04/2016,lunes,DAL,OKC,DAL-OKC,296,92,15/08/2016,lunes,5,Casual,False,M
Southwest,82,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,18/01/2016,lunes,DAL,PHX,DAL-PHX,297,89,09/04/2016,sábado,12,Frequent,True,M
Southwest,38,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,02/03/2016,miércoles,DAL,CLE,DAL-CLE,297,158,09/04/2016,sábado,12,Frequent,True,M
Southwest,37,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,01/08/2019,jueves,DAL,SLC,DAL-SLC,297,73,07/09/2019,sábado,12,Frequent,True,M
Southwest,37,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,17/08/2018,viernes,DAL,HOU,DAL-HOU,297,151,23/09/2018,domingo,12,Frequent,False,M
Southwest,34,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,20/08/2018,lunes,DAL,HOU,DAL-HOU,297,156,23/09/2018,domingo,12,Frequent,False,M
Southwest,63,Business,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,22/07/2018,domingo,DAL,AUS,DAL-AUS,297,121,23/09/2018,domingo,12,Frequent,False,M
Southwest,25,Business,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,29/08/2018,miércoles,DAL,ATL,DAL-ATL,297,108,23/09/2018,domingo,12,Frequent,False,M
Southwest,81,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,04/07/2018,miércoles,DAL,AUS,DAL-AUS,297,82,23/09/2018,domingo,12,Frequent,False,M
Southwest,131,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,30/11/2015,lunes,DAL,ATL,DAL-ATL,297,150,09/04/2016,sábado,12,Frequent,False,M
Southwest,82,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,18/01/2016,lunes,DAL,PHX,DAL-PHX,297,89,09/04/2016,sábado,12,Frequent,False,M
Southwest,60,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,09/02/2016,martes,DAL,ATL,DAL-ATL,297,98,09/04/2016,sábado,12,Frequent,False,M
Southwest,38,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,02/03/2016,miércoles,DAL,CLE,DAL-CLE,297,158,09/04/2016,sábado,12,Frequent,False,M
Southwest,25,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,15/03/2016,martes,DAL,AUS,DAL-AUS,297,121,09/04/2016,sábado,12,Frequent,False,M
Southwest,37,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,01/08/2019,jueves,DAL,SLC,DAL-SLC,297,73,07/09/2019,sábado,12,Frequent,False,M
Southwest,37,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,17/08/2018,viernes,DAL,HOU,DAL-HOU,297,151,23/09/2018,domingo,12,Frequent,False,M
Southwest,34,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,20/08/2018,lunes,DAL,HOU,DAL-HOU,297,156,23/09/2018,domingo,12,Frequent,False,M
United,9,Business,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,14/09/2018,viernes,DFW,CMH,DFW-CMH,3413,210,23/09/2018,domingo,12,Frequent,False,M
Southwest,63,Business,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,22/07/2018,domingo,DAL,AUS,DAL-AUS,297,121,23/09/2018,domingo,12,Frequent,False,M
Southwest,81,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,04/07/2018,miércoles,DAL,AUS,DAL-AUS,297,82,23/09/2018,domingo,12,Frequent,False,M
Southwest,25,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,15/03/2016,martes,DAL,AUS,DAL-AUS,297,121,09/04/2016,sábado,12,Frequent,False,M
Southwest,25,Business,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,29/08/2018,miércoles,DAL,ATL,DAL-ATL,297,108,23/09/2018,domingo,12,Frequent,False,M
Southwest,131,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,30/11/2015,lunes,DAL,ATL,DAL-ATL,297,150,09/04/2016,sábado,12,Frequent,False,M
Southwest,60,Economy,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,09/02/2016,martes,DAL,ATL,DAL-ATL,297,98,09/04/2016,sábado,12,Frequent,False,M
United,9,Business,1,gzandusky@vizpainter.com,Gary Zandusky,Gary Zandusky,14/09/2018,viernes,DFW,CMH,DFW-CMH,3413,210,23/09/2018,domingo,12,Frequent,False,M
Southwest,86,Economy,1,,Gene Hale,Gene Hale,05/09/2017,martes,DAL,AUS,DAL-AUS,298,80,30/11/2017,jueves,6,Casual,False,M
Southwest,15,Economy,1,,Gene Hale,Gene Hale,15/11/2017,miércoles,DAL,HOU,DAL-HOU,298,76,30/11/2017,jueves,6,Casual,False,M
Southwest,108,Economy,1,,Gene Hale,Gene Hale,14/08/2017,lunes,DAL,MDW,DAL-MDW,298,139,30/11/2017,jueves,6,Casual,False,M
Southwest,16,Economy,1,,Gene Hale,Gene Hale,14/11/2017,martes,DAL,HOU,DAL-HOU,298,68,30/11/2017,jueves,6,Casual,False,M
Southwest,36,Economy,1,ghale@vizpainter.com,Gene Hale,Gene Hale,05/03/2016,sábado,DAL,HOU,DAL-HOU,298,84,10/04/2016,domingo,6,Casual,False,M
Southwest,15,Economy,1,,Gene Hale,Gene Hale,15/11/2017,miércoles,DAL,HOU,DAL-HOU,298,76,30/11/2017,jueves,6,Casual,False,M
Southwest,16,Economy,1,,Gene Hale,Gene Hale,14/11/2017,martes,DAL,HOU,DAL-HOU,298,68,30/11/2017,jueves,6,Casual,False,M
Southwest,36,Economy,1,ghale@vizpainter.com,Gene Hale,Gene Hale,05/03/2016,sábado,DAL,HOU,DAL-HOU,298,84,10/04/2016,domingo,6,Casual,False,M
Delta,18,Economy,1,ghale@vizpainter.com,Gene Hale,Gene Hale,12/11/2017,domingo,DFW,JFK,DFW-JFK,2030,248,30/11/2017,jueves,6,Casual,False,M
Southwest,86,Economy,1,,Gene Hale,Gene Hale,05/09/2017,martes,DAL,AUS,DAL-AUS,298,80,30/11/2017,jueves,6,Casual,False,M
Southwest,108,Economy,1,,Gene Hale,Gene Hale,14/08/2017,lunes,DAL,MDW,DAL-MDW,298,139,30/11/2017,jueves,6,Casual,False,M
Delta,18,Economy,1,ghale@vizpainter.com,Gene Hale,Gene Hale,12/11/2017,domingo,DFW,JFK,DFW-JFK,2030,248,30/11/2017,jueves,6,Casual,False,M
Southwest,70,Economy,1,gmcclure@vizpainter.com,Gene McClure,Gene McClure,17/09/2016,sábado,DAL,AUS,DAL-AUS,299,154,26/11/2016,sábado,1,Infrequent,False,M
Southwest,70,Economy,1,gmcclure@vizpainter.com,Gene McClure,Gene McClure,17/09/2016,sábado,DAL,AUS,DAL-AUS,299,154,26/11/2016,sábado,1,Infrequent,False,M
Southwest,75,Economy,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,28/03/2016,lunes,DAL,CLE,DAL-CLE,300,89,11/06/2016,sábado,6,Casual,True,M
Southwest,54,Economy,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,11/09/2019,miércoles,DAL,GRR,DAL-GRR,300,94,04/11/2019,lunes,6,Casual,True,M
Southwest,42,First Class,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,23/09/2019,lunes,DAL,TUL,DAL-TUL,300,277,04/11/2019,lunes,6,Casual,True,M
Southwest,29,Economy,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,13/10/2017,viernes,DAL,HOU,DAL-HOU,300,106,11/11/2017,sábado,6,Casual,False,M
Southwest,75,Economy,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,28/03/2016,lunes,DAL,CLE,DAL-CLE,300,89,11/06/2016,sábado,6,Casual,False,M
Southwest,28,Economy,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,14/05/2016,sábado,DAL,HOU,DAL-HOU,300,158,11/06/2016,sábado,6,Casual,False,M
Southwest,37,Business,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,05/05/2016,jueves,DAL,SLC,DAL-SLC,300,102,11/06/2016,sábado,6,Casual,False,M
Southwest,37,Business,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,05/05/2016,jueves,DAL,SLC,DAL-SLC,300,102,11/06/2016,sábado,6,Casual,False,M
Southwest,29,Economy,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,13/10/2017,viernes,DAL,HOU,DAL-HOU,300,106,11/11/2017,sábado,6,Casual,False,M
Southwest,28,Economy,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,14/05/2016,sábado,DAL,HOU,DAL-HOU,300,158,11/06/2016,sábado,6,Casual,False,M
Southwest,54,Economy,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,11/09/2019,miércoles,DAL,GRR,DAL-GRR,300,94,04/11/2019,lunes,6,Casual,False,M
Southwest,42,First Class,1,gashbrook@vizpainter.com,George Ashbrook,George Ashbrook,23/09/2019,lunes,DAL,TUL,DAL-TUL,300,277,04/11/2019,lunes,6,Casual,False,M
Southwest,26,First Class,1,gbell@vizpainter.com,George Bell,George Bell,02/11/2019,sábado,DAL,ELP,DAL-ELP,301,231,28/11/2019,jueves,4,Infrequent,True,M
Southwest,8,Economy,1,gbell@vizpainter.com,George Bell,George Bell,25/04/2017,martes,DAL,LAS,DAL-LAS,301,111,03/05/2017,miércoles,4,Infrequent,False,M
Southwest,32,Economy,1,gbell@vizpainter.com,George Bell,George Bell,01/04/2017,sábado,DAL,ATL,DAL-ATL,301,68,03/05/2017,miércoles,4,Infrequent,False,M
Southwest,8,Economy,1,gbell@vizpainter.com,George Bell,George Bell,25/04/2017,martes,DAL,TUL,DAL-TUL,301,147,03/05/2017,miércoles,4,Infrequent,False,M
Southwest,26,First Class,1,gbell@vizpainter.com,George Bell,George Bell,02/11/2019,sábado,DAL,ELP,DAL-ELP,301,231,28/11/2019,jueves,4,Infrequent,False,M
Southwest,32,Economy,1,gbell@vizpainter.com,George Bell,George Bell,01/04/2017,sábado,DAL,ATL,DAL-ATL,301,68,03/05/2017,miércoles,4,Infrequent,False,M
Southwest,8,Economy,1,gbell@vizpainter.com,George Bell,George Bell,25/04/2017,martes,DAL,TUL,DAL-TUL,301,147,03/05/2017,miércoles,4,Infrequent,False,M
Southwest,8,Economy,1,gbell@vizpainter.com,George Bell,George Bell,25/04/2017,martes,DAL,LAS,DAL-LAS,301,111,03/05/2017,miércoles,4,Infrequent,False,M
Southwest,23,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,06/11/2019,miércoles,DAL,HOU,DAL-HOU,302,73,29/11/2019,viernes,9,Casual,True,M
Southwest,39,First Class,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,26/04/2019,viernes,DAL,MDW,DAL-MDW,302,285,04/06/2019,martes,9,Casual,True,M
Southwest,50,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,15/04/2019,lunes,DAL,AUS,DAL-AUS,302,154,04/06/2019,martes,9,Casual,True,M
Southwest,45,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,22/05/2018,martes,DAL,ELP,DAL-ELP,302,68,06/07/2018,viernes,9,Casual,False,M
Southwest,66,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,01/05/2018,martes,DAL,AUS,DAL-AUS,302,67,06/07/2018,viernes,9,Casual,False,M
Southwest,18,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,06/02/2017,lunes,DAL,SLC,DAL-SLC,302,160,24/02/2017,viernes,9,Casual,False,M
Southwest,52,Business,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,03/01/2017,martes,DAL,SEA,DAL-SEA,302,106,24/02/2017,viernes,9,Casual,False,M
Southwest,18,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,06/02/2017,lunes,DAL,SLC,DAL-SLC,302,160,24/02/2017,viernes,9,Casual,False,M
Southwest,45,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,22/05/2018,martes,DAL,ELP,DAL-ELP,302,68,06/07/2018,viernes,9,Casual,False,M
Southwest,23,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,06/11/2019,miércoles,DAL,HOU,DAL-HOU,302,73,29/11/2019,viernes,9,Casual,False,M
Southwest,52,Business,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,03/01/2017,martes,DAL,SEA,DAL-SEA,302,106,24/02/2017,viernes,9,Casual,False,M
Delta,28,Business,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,08/06/2018,viernes,DFW,BUR,DFW-BUR,3566,170,06/07/2018,viernes,9,Casual,False,M
Delta,28,Business,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,08/06/2018,viernes,DFW,BUR,DFW-BUR,3566,170,06/07/2018,viernes,9,Casual,False,M
Delta,15,Business,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,21/06/2018,jueves,DFW,COS,DFW-COS,3565,237,06/07/2018,viernes,9,Casual,False,M
Southwest,50,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,15/04/2019,lunes,DAL,AUS,DAL-AUS,302,154,04/06/2019,martes,9,Casual,False,M
Southwest,66,Economy,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,01/05/2018,martes,DAL,AUS,DAL-AUS,302,67,06/07/2018,viernes,9,Casual,False,M
Southwest,39,First Class,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,26/04/2019,viernes,DAL,MDW,DAL-MDW,302,285,04/06/2019,martes,9,Casual,False,M
Delta,15,Business,1,gzrebassa@vizpainter.com,George Zrebassa,George Zrebassa,21/06/2018,jueves,DFW,COS,DFW-COS,3565,237,06/07/2018,viernes,9,Casual,False,M
Southwest,91,Economy,1,grosenberg@vizpainter.com,Georgia Rosenberg,Georgia Rosenberg,09/09/2019,lunes,DAL,HOU,DAL-HOU,303,64,09/12/2019,lunes,3,Infrequent,True,M
Southwest,37,Economy,1,grosenberg@vizpainter.com,Georgia Rosenberg,Georgia Rosenberg,22/06/2016,miércoles,DAL,LGA,DAL-LGA,303,80,29/07/2016,viernes,3,Infrequent,False,M
Southwest,91,Economy,1,grosenberg@vizpainter.com,Georgia Rosenberg,Georgia Rosenberg,09/09/2019,lunes,DAL,HOU,DAL-HOU,303,64,09/12/2019,lunes,3,Infrequent,False,M
United,59,Economy,1,grosenberg@vizpainter.com,Georgia Rosenberg,Georgia Rosenberg,26/08/2018,domingo,DFW,JFK,DFW-JFK,7822,389,24/10/2018,miércoles,3,Infrequent,False,M
Southwest,37,Economy,1,grosenberg@vizpainter.com,Georgia Rosenberg,Georgia Rosenberg,22/06/2016,miércoles,DAL,LGA,DAL-LGA,303,80,29/07/2016,viernes,3,Infrequent,False,M
United,59,Economy,1,grosenberg@vizpainter.com,Georgia Rosenberg,Georgia Rosenberg,26/08/2018,domingo,DFW,JFK,DFW-JFK,7822,389,24/10/2018,miércoles,3,Infrequent,False,M
Southwest,28,Economy,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,25/11/2019,lunes,DAL,ATL,DAL-ATL,304,113,23/12/2019,lunes,6,Casual,True,F
Southwest,51,Economy,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,14/10/2018,domingo,DAL,AUS,DAL-AUS,304,68,04/12/2018,martes,6,Casual,False,F
Southwest,78,Business,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,07/10/2017,sábado,DAL,AMA,DAL-AMA,304,98,24/12/2017,domingo,6,Casual,False,F
Southwest,46,Business,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,08/11/2017,miércoles,DAL,OKC,DAL-OKC,304,146,24/12/2017,domingo,6,Casual,False,F
Southwest,36,Business,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,07/08/2016,domingo,DAL,LGA,DAL-LGA,304,156,12/09/2016,lunes,6,Casual,False,F
American Airlines,68,Economy,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,05/06/2016,domingo,DFW,ELP,DFW-ELP,8894,257,12/08/2016,viernes,6,Casual,False,F
American Airlines,68,Economy,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,05/06/2016,domingo,DFW,ELP,DFW-ELP,8894,257,12/08/2016,viernes,6,Casual,False,F
Southwest,51,Economy,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,14/10/2018,domingo,DAL,AUS,DAL-AUS,304,68,04/12/2018,martes,6,Casual,False,F
Southwest,28,Economy,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,25/11/2019,lunes,DAL,ATL,DAL-ATL,304,113,23/12/2019,lunes,6,Casual,False,F
Southwest,36,Business,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,07/08/2016,domingo,DAL,LGA,DAL-LGA,304,156,12/09/2016,lunes,6,Casual,False,F
Southwest,78,Business,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,07/10/2017,sábado,DAL,AMA,DAL-AMA,304,98,24/12/2017,domingo,6,Casual,False,F
Southwest,46,Business,1,gbaptist@vizpainter.com,Giulietta Baptist,Giulietta Baptist,08/11/2017,miércoles,DAL,OKC,DAL-OKC,304,146,24/12/2017,domingo,6,Casual,False,F
Southwest,12,Economy,1,gdortch@vizpainter.com,Giulietta Dortch,Giulietta Dortch,21/09/2016,miércoles,DAL,MDW,DAL-MDW,305,60,03/10/2016,lunes,3,Infrequent,False,F
American Airlines,60,Business,1,gdortch@vizpainter.com,Giulietta Dortch,Giulietta Dortch,04/08/2016,jueves,DFW,JFK,DFW-JFK,1325,381,03/10/2016,lunes,3,Infrequent,False,F
United,7,Economy,1,gdortch@vizpainter.com,Giulietta Dortch,Giulietta Dortch,24/07/2019,miércoles,DFW,HIO,DFW-HIO,8302,187,31/07/2019,miércoles,3,Infrequent,False,F
